state,year,total
New South Wales,1895,599955
New South Wales,1896,622407
New South Wales,1897,615470
New South Wales,1898,715648
New South Wales,1899,864174
New South Wales,1900,938404
New South Wales,1901,968348
New South Wales,1902,1009183
New South Wales,1903,1012659
New South Wales,1904,1055839
New South Wales,1905,1087004
New South Wales,1906,1128527
New South Wales,1907,1192777
New South Wales,1908,1125427
New South Wales,1909,1167606
New South Wales,1910,1227928
New South Wales,1911,1374022
New South Wales,1912,1435116
New South Wales,1913,1458170
New South Wales,1914,1519883
New South Wales,1915,1532746
New South Wales,1916,1389454
New South Wales,1917,1304951
New South Wales,1918,1228862
New South Wales,1919,1277551
New South Wales,1920,1181208
New South Wales,1921,1244473
New South Wales,1922,1241941
New South Wales,1923,1324713
New South Wales,1924,1406199
New South Wales,1925,1421614
New South Wales,1926,1461264
New South Wales,1927,1514571
New South Wales,1928,1517030
New South Wales,1929,1628570
New South Wales,1930,1575542
New South Wales,1931,1444946
New South Wales,1932,1420419
New South Wales,1933,1478412
New South Wales,1934,1525248
New South Wales,1935,1572692
New South Wales,1936,1608686
New South Wales,1937,1591908
New South Wales,1938,1634342
New South Wales,1939,1520014
New South Wales,1940,1309551
New South Wales,1941,1176686
New South Wales,1942,955225
New South Wales,1943,860777
New South Wales,1944,866495
New South Wales,1945,918247
New South Wales,1946,994505
New South Wales,1947,987635
New South Wales,1948,904454
New South Wales,1949,955173
New South Wales,1950,1000109
New South Wales,1951,945593
New South Wales,1952,953878
New South Wales,1953,1007737
New South Wales,1954,1035058
New South Wales,1955,77095
New South Wales,1956,40827
New South Wales,1957,49005
New South Wales,1958,49493
New South Wales,1959,44700
New South Wales,1960,41169
New South Wales,1961,32597
New South Wales,1962,28235
New South Wales,1963,22636
New South Wales,1964,20656
New South Wales,1965,21089
New South Wales,1966,20082
New South Wales,1967,20028
New South Wales,1968,20055
New South Wales,1969,18298
New South Wales,1970,19104
New South Wales,1971,16277
New South Wales,1972,17497
New South Wales,1973,19285
New South Wales,1974,21314
New South Wales,1975,19194
New South Wales,1976,17805
New South Wales,1977,16753
New South Wales,1978,14107
New South Wales,1979,8359
New South Wales,1980,8286
New South Wales,1981,7657
New South Wales,1982,6996
New South Wales,1983,7040
New South Wales,1984,5804
New South Wales,1985,6226
New South Wales,1986,5894
New South Wales,1987,6174
New South Wales,1988,7475
New South Wales,1989,7461
New South Wales,1990,7477
New South Wales,1991,8356
New South Wales,1992,9268
New South Wales,1993,9248
New South Wales,1994,8077
New South Wales,1995,9127
New South Wales,1996,9838
New South Wales,1997,10172
New South Wales,1998,16658
New South Wales,1999,26882
New South Wales,2000,25914
New South Wales,2001,24957
New South Wales,2002,25180
New South Wales,2003,6806
New South Wales,2004,5629
New South Wales,2005,1626
New South Wales,2006,986
New South Wales,2007,943
New South Wales,2008,1075
New South Wales,2009,730
New South Wales,2010,599
New South Wales,2011,251
Queensland,1846,310
Queensland,1847,624
Queensland,1848,811
Queensland,1849,700
Queensland,1850,779
Queensland,1851,740
Queensland,1852,715
Queensland,1853,822
Queensland,1854,804
Queensland,1855,895
Queensland,1856,2112
Queensland,1857,2388
Queensland,1858,4275
Queensland,1859,5078
Queensland,1860,7234
Queensland,1861,13132
Queensland,1862,17974
Queensland,1863,19610
Queensland,1864,22071
Queensland,1865,24302
Queensland,1866,28638
Queensland,1867,35223
Queensland,1868,39306
Queensland,1869,37581
Queensland,1870,40684
Queensland,1871,35728
Queensland,1872,39249
Queensland,1873,48731
Queensland,1874,49875
Queensland,1875,58421
Queensland,1876,65835
Queensland,1877,69280
Queensland,1878,75286
Queensland,1879,83611
Queensland,1880,82040
Queensland,1881,87894
Queensland,1882,92085
Queensland,1883,96933
Queensland,1884,104536
Queensland,1885,110749
Queensland,1886,133382
Queensland,1887,135707
Queensland,1888,164587
Queensland,1889,170932
Queensland,1890,183608
Queensland,1891,188586
Queensland,1892,208909
Queensland,1893,201437
Queensland,1894,203351
Queensland,1895,229645
Queensland,1896,255101
Queensland,1897,237585
Queensland,1898,241721
Queensland,1899,255340
Queensland,1900,345662
Queensland,1901,393360
Queensland,1902,394458
Queensland,1903,353525
Queensland,1904,433827
Queensland,1905,417425
Queensland,1906,383034
Queensland,1907,452114
Queensland,1908,525340
Queensland,1909,522946
Queensland,1910,556810
Queensland,1911,574952
Queensland,1912,615078
Queensland,1913,705001
Queensland,1914,710016
Queensland,1915,728846
Queensland,1916,671812
Queensland,1917,766405
Queensland,1918,723702
Queensland,1919,761977
Queensland,1920,653463
Queensland,1921,710617
Queensland,1922,753872
Queensland,1923,824514
Queensland,1924,922674
Queensland,1925,926742
Queensland,1926,945762
Queensland,1927,898144
Queensland,1928,893084
Queensland,1929,989625
Queensland,1930,994026
Queensland,1931,947138
Queensland,1932,925990
Queensland,1933,975644
Queensland,1934,906321
Queensland,1935,916151
Queensland,1936,939823
Queensland,1937,930280
Queensland,1938,923416
Queensland,1939,902258
Queensland,1940,726840
Queensland,1941,598044
Queensland,1942,477266
Queensland,1943,374263
Queensland,1944,381596
Queensland,1945,430962
Queensland,1946,498785
Queensland,1947,518436
Queensland,1948,460828
Queensland,1949,520908
Queensland,1950,530127
Queensland,1951,514571
Queensland,1952,521147
Queensland,1953,546517
Queensland,1954,535203
Queensland,1955,30474
Queensland,1956,13089
Queensland,1957,1071
Queensland,1958,1303
Queensland,1959,1214
Queensland,1960,1276
Queensland,1961,1208
Queensland,1962,1231
Queensland,1963,1301
Queensland,1964,893
Queensland,1965,1186
Queensland,1966,1268
Queensland,1967,1514
Queensland,1968,1809
Queensland,1969,1592
Queensland,1970,1850
Queensland,1971,1901
Queensland,1972,1766
Queensland,1973,1766
Queensland,1974,1838
Queensland,1975,1871
Queensland,1976,1875
Queensland,1977,2125
Queensland,1978,2266
Queensland,1979,2215
Queensland,1980,2394
Queensland,1981,2439
Queensland,1982,2439
Queensland,1983,2852
Queensland,1984,2826
Queensland,1985,2622
Queensland,1986,2931
Queensland,1987,3117
Queensland,1988,3215
Queensland,1989,4340
Queensland,1990,1699
Queensland,1991,4134
Queensland,1992,4482
Queensland,1993,4309
Queensland,1994,4469
Queensland,1995,4446
Queensland,1996,4899
Queensland,1997,4995
Queensland,1998,4854
Queensland,1999,4207
Queensland,2000,5026
Queensland,2001,5100
Queensland,2002,4522
Queensland,2003,4561
Queensland,2004,4619
Queensland,2005,4083
Queensland,2006,4169
Queensland,2007,4104
Queensland,2008,3640
Queensland,2009,3497
Queensland,2010,3538
Queensland,2011,3394
Queensland,2012,3322
Queensland,2013,3451
Queensland,2014,3132
Queensland,2015,3223
Victoria,1838,263
Victoria,1839,2091
Victoria,1840,2516
Victoria,1841,5119
Victoria,1842,5635
Victoria,1843,5400
Victoria,1844,4823
Victoria,1845,9531
Victoria,1846,11964
Victoria,1847,12400
Victoria,1848,12150
Victoria,1849,14888
Victoria,1850,18358
Victoria,1851,19008
Victoria,1852,12291
Victoria,1853,17623
Victoria,1854,25451
Victoria,1855,39551
Victoria,1856,42863
Victoria,1857,53460
Victoria,1858,56486
Victoria,1859,68494
Victoria,1860,70455
Victoria,1861,77769
Victoria,1862,82739
Victoria,1863,86290
Victoria,1864,88559
Victoria,1865,99454
Victoria,1866,98571
Victoria,1867,105099
Victoria,1868,102303
Victoria,1869,107016
Victoria,1870,120745
Victoria,1871,119302
Victoria,1872,118278
Victoria,1873,139050
Victoria,1874,134448
Victoria,1875,148564
Victoria,1876,148286
Victoria,1877,158665
Victoria,1878,170687
Victoria,1879,177276
Victoria,1880,185765
Victoria,1881,193639
Victoria,1882,253800
Victoria,1883,251397
Victoria,1884,253086
Victoria,1885,249414
Victoria,1886,275028
Victoria,1887,312071
Victoria,1888,320341
Victoria,1889,320124
Victoria,1890,343123
Victoria,1891,370217
Victoria,1892,363829
Victoria,1893,368803
Victoria,1894,372765
Victoria,1895,384396
Victoria,1896,377580
Victoria,1897,387678
Victoria,1898,416983
Victoria,1899,440554
Victoria,1900,468126
Victoria,1901,504990
Victoria,1902,531210
Victoria,1903,539210
Victoria,1904,562694
Victoria,1905,572853
Victoria,1906,586445
Victoria,1907,608044
Victoria,1908,629520
Victoria,1909,649035
Victoria,1910,695708
Victoria,1911,653750
Victoria,1912,694894
Victoria,1913,676281
Victoria,1914,1250375
Victoria,1915,1315491
Victoria,1916,1183648
Victoria,1917,1100198
Victoria,1918,1043250
Victoria,1919,424137
Victoria,1920,405934
Victoria,1921,429493
Victoria,1922,464884
Victoria,1923,493524
Victoria,1924,535800
Victoria,1925,520188
Victoria,1926,516079
Victoria,1927,515475
Victoria,1928,516269
Victoria,1929,483508
Victoria,1930,469437
Victoria,1931,433891
Victoria,1932,428713
Victoria,1933,464685
Victoria,1934,526773
Victoria,1935,537242
Victoria,1936,535647
Victoria,1937,528016
Victoria,1938,519939
Victoria,1939,488246
Victoria,1940,402954
Victoria,1941,345166
Victoria,1942,262960
Victoria,1943,225599
Victoria,1944,248088
Victoria,1945,261284
Victoria,1946,329179
Victoria,1947,336289
Victoria,1948,269924
Victoria,1949,341173
Victoria,1950,345191
Victoria,1951,317759
Victoria,1952,319205
Victoria,1953,337186
Victoria,1954,340632
Victoria,1955,71860
Victoria,1956,66758
Victoria,1957,3259
Victoria,1964,41
Victoria,1965,332
Victoria,1976,39
Victoria,1977,261
Victoria,1992,332
Victoria,2007,429
South Australia,1836,18
South Australia,1837,164
South Australia,1838,1236
South Australia,1839,2075
South Australia,1840,5135
South Australia,1841,4412
South Australia,1842,3389
South Australia,1843,6422
South Australia,1844,7792
South Australia,1845,8819
South Australia,1846,9441
South Australia,1847,9904
South Australia,1848,9586
South Australia,1849,11453
South Australia,1850,22896
South Australia,1851,25689
South Australia,1852,15281
South Australia,1853,18582
South Australia,1854,24927
South Australia,1855,35103
South Australia,1856,33976
South Australia,1857,31327
South Australia,1858,33344
South Australia,1859,42798
South Australia,1860,42048
South Australia,1861,44559
South Australia,1862,42310
South Australia,1863,43195
South Australia,1864,51207
South Australia,1865,53339
South Australia,1866,54199
South Australia,1867,57347
South Australia,1868,58618
South Australia,1869,68043
South Australia,1870,72600
South Australia,1871,74861
South Australia,1872,76372
South Australia,1873,80468
South Australia,1874,83514
South Australia,1875,85427
South Australia,1876,87570
South Australia,1877,91784
South Australia,1878,107583
South Australia,1879,112863
South Australia,1880,123499
South Australia,1881,139649
South Australia,1882,146300
South Australia,1883,151108
South Australia,1884,165390
South Australia,1885,176017
South Australia,1886,179057
South Australia,1887,179546
South Australia,1888,177053
South Australia,1889,194569
South Australia,1890,201191
South Australia,1891,203198
South Australia,1892,204945
South Australia,1893,207797
South Australia,1894,206543
South Australia,1895,212784
South Australia,1896,216135
South Australia,1897,214765
South Australia,1898,231885
South Australia,1899,239904
South Australia,1900,244594
South Australia,1901,260594
South Australia,1902,261798
South Australia,1903,276580
South Australia,1904,263236
South Australia,1905,272050
South Australia,1906,291124
South Australia,1907,300755
South Australia,1908,317288
South Australia,1909,323562
South Australia,1910,396540
South Australia,1911,404994
South Australia,1912,433303
South Australia,1913,431520
South Australia,1914,483470
South Australia,1915,466738
South Australia,1916,443933
South Australia,1917,422914
South Australia,1918,393119
South Australia,1919,385725
South Australia,1920,373302
South Australia,1921,398390
South Australia,1922,431655
South Australia,1923,469964
South Australia,1924,465051
South Australia,1925,466451
South Australia,1926,446722
South Australia,1927,454253
South Australia,1928,490771
South Australia,1929,477205
South Australia,1930,435044
South Australia,1931,320407
South Australia,1932,305092
South Australia,1933,310020
South Australia,1934,319480
South Australia,1935,326634
South Australia,1936,338863
South Australia,1937,337461
South Australia,1938,344682
South Australia,1939,333465
South Australia,1940,305767
South Australia,1941,267683
South Australia,1942,207669
South Australia,1943,180104
South Australia,1944,182885
South Australia,1945,195645
South Australia,1946,224796
South Australia,1947,240676
South Australia,1948,223178
South Australia,1949,250265
South Australia,1950,276394
South Australia,1951,236805
South Australia,1952,249417
South Australia,1953,269664
South Australia,1954,279319
South Australia,1955,7294
South Australia,1956,4224
South Australia,1957,4089
South Australia,1958,4574
South Australia,1959,4508
South Australia,1960,4313
South Australia,1961,5032
South Australia,1962,3257
South Australia,1963,2398
South Australia,1964,2632
South Australia,1965,2559
South Australia,1966,2539
South Australia,1967,2610
South Australia,1968,2606
South Australia,1969,2824
South Australia,1970,2693
South Australia,1971,2724
South Australia,1972,2561
South Australia,1973,2732
South Australia,1974,2930
South Australia,1975,3191
South Australia,1976,3749
South Australia,1977,3873
South Australia,1978,4065
South Australia,1979,5965
South Australia,1980,6804
South Australia,1981,6796
South Australia,1982,6736
South Australia,1983,7050
South Australia,1984,7907
South Australia,1985,9773
South Australia,1986,9655
South Australia,1987,11128
South Australia,1988,12044
South Australia,1989,11985
South Australia,1990,11460
South Australia,1991,11594
South Australia,1992,11910
South Australia,1993,12973
South Australia,1994,12952
South Australia,1995,11334
South Australia,1996,8267
South Australia,1997,8768
South Australia,1998,9254
South Australia,1999,10057
Western Australia,1833,567
Western Australia,1834,597
Western Australia,1835,512
Western Australia,1836,555
Western Australia,1837,743
Western Australia,1838,458
Western Australia,1839,442
Western Australia,1840,656
Western Australia,1841,1292
Western Australia,1842,1297
Western Australia,1843,1284
Western Australia,1844,1244
Western Australia,1845,1257
Western Australia,1846,1363
Western Australia,1847,1317
Western Australia,1848,1458
Western Australia,1849,1464
Western Australia,1850,1769
Western Australia,1851,1716
Western Australia,1852,1936
Western Australia,1853,1554
Western Australia,1854,1853
Western Australia,1855,2203
Western Australia,1856,2116
Western Australia,1857,1775
Western Australia,1858,1591
Western Australia,1859,1659
Western Australia,1860,1766
Western Australia,1861,1649
Western Australia,1862,1409
Western Australia,1863,1708
Western Australia,1864,2285
Western Australia,1865,1785
Western Australia,1866,1710
Western Australia,1867,3096
Western Australia,1868,3268
Western Australia,1869,3174
Western Australia,1870,6481
Western Australia,1871,3549
Western Australia,1872,4068
Western Australia,1873,3632
Western Australia,1874,3279
Western Australia,1875,4328
Western Australia,1876,4006
Western Australia,1877,4756
Western Australia,1878,6104
Western Australia,1879,6524
Western Australia,1880,7254
Western Australia,1881,8113
Western Australia,1882,8869
Western Australia,1883,11495
Western Australia,1884,12651
Western Australia,1885,23783
Western Australia,1886,27848
Western Australia,1887,29764
Western Australia,1888,39108
Western Australia,1889,37955
Western Australia,1890,42714
Western Australia,1891,47661
Western Australia,1892,53646
Western Australia,1893,61244
Western Australia,1894,74054
Western Australia,1895,100054
Western Australia,1896,159006
Western Australia,1897,281867
Western Australia,1898,339439
Western Australia,1899,284564
Western Australia,1900,308947
Western Australia,1901,261367
Western Australia,1902,257951
Western Australia,1903,307037
Western Australia,1904,346722
Western Australia,1905,394676
Western Australia,1906,393323
Western Australia,1907,396219
Western Australia,1908,406886
Western Australia,1909,399535
Western Australia,1910,393807
Western Australia,1911,391557
Western Australia,1912,375366
Western Australia,1913,387679
Western Australia,1914,405995
Western Australia,1915,384064
Western Australia,1916,335723
Western Australia,1917,333593
Western Australia,1918,323312
Western Australia,1919,318878
Western Australia,1920,315685
Western Australia,1921,304048
Western Australia,1922,299341
Western Australia,1923,338778
Western Australia,1924,360560
Western Australia,1925,374934
Western Australia,1926,379570
Western Australia,1927,410370
Western Australia,1928,462458
Western Australia,1929,517132
Western Australia,1930,508985
Western Australia,1931,469544
Western Australia,1932,484459
Western Australia,1933,491940
Western Australia,1934,499644
Western Australia,1935,546719
Western Australia,1936,536711
Western Australia,1937,535845
Western Australia,1938,500169
Western Australia,1939,459523
Western Australia,1940,380786
Western Australia,1941,367988
Western Australia,1942,282255
Western Australia,1943,252758
Western Australia,1944,258666
Western Australia,1945,282610
Western Australia,1946,364065
Western Australia,1947,402916
Western Australia,1948,410827
Western Australia,1949,414046
Western Australia,1950,355022
Western Australia,1951,280707
Western Australia,1952,292104
Western Australia,1953,309154
Western Australia,1954,292240
Western Australia,1955,33524
Western Australia,1956,16777
Western Australia,1957,7548
Western Australia,1958,5943
Western Australia,1959,5701
Western Australia,1960,4409
Western Australia,1961,3077
Western Australia,1962,4139
Western Australia,1963,8225
Western Australia,1964,4142
Western Australia,1965,2726
Western Australia,1966,2753
Western Australia,1967,2582
Western Australia,1968,2740
Western Australia,1969,2862
Western Australia,1970,3159
Western Australia,1971,3271
Western Australia,1972,3317
Western Australia,1973,4138
Western Australia,1974,4079
Western Australia,1975,3634
Western Australia,1976,3432
Western Australia,1977,3136
Western Australia,1978,2674
Western Australia,1979,2940
Western Australia,1980,843
Western Australia,1981,357
Western Australia,1982,592
Western Australia,1983,595
Western Australia,1984,586
Western Australia,1985,279
Western Australia,1986,113
Western Australia,1987,84
Western Australia,1988,93
Western Australia,1989,24
Western Australia,1990,535
Western Australia,1991,803
Western Australia,1992,926
Western Australia,1993,826
Western Australia,1994,660
Western Australia,1995,628
Western Australia,1996,205
Tasmania,1810,5
Tasmania,1812,7
Tasmania,1814,38
Tasmania,1816,159
Tasmania,1817,383
Tasmania,1818,460
Tasmania,1819,435
Tasmania,1820,460
Tasmania,1821,266
Tasmania,1822,212
Tasmania,1823,199
Tasmania,1824,434
Tasmania,1825,1209
Tasmania,1826,1338
Tasmania,1827,1256
Tasmania,1828,1671
Tasmania,1829,1815
Tasmania,1830,2663
Tasmania,1831,3625
Tasmania,1832,4238
Tasmania,1833,5872
Tasmania,1834,6896
Tasmania,1835,6760
Tasmania,1836,5524
Tasmania,1837,5688
Tasmania,1838,6933
Tasmania,1839,6543
Tasmania,1840,8188
Tasmania,1841,8616
Tasmania,1842,10990
Tasmania,1843,11744
Tasmania,1844,11600
Tasmania,1845,15992
Tasmania,1846,14235
Tasmania,1847,12474
Tasmania,1848,13412
Tasmania,1849,13386
Tasmania,1850,14901
Tasmania,1851,14662
Tasmania,1852,13250
Tasmania,1853,16951
Tasmania,1854,19945
Tasmania,1855,28818
Tasmania,1856,30029
Tasmania,1857,22781
Tasmania,1858,23386
Tasmania,1859,19741
Tasmania,1860,16322
Tasmania,1861,18873
Tasmania,1862,22391
Tasmania,1863,21475
Tasmania,1864,17654
Tasmania,1865,18849
Tasmania,1866,28869
Tasmania,1867,21925
Tasmania,1868,25809
Tasmania,1869,26290
Tasmania,1870,28716
Tasmania,1871,23038
Tasmania,1872,28861
Tasmania,1873,33033
Tasmania,1874,35187
Tasmania,1875,38131
Tasmania,1876,39563
Tasmania,1877,40690
Tasmania,1878,56793
Tasmania,1879,44427
Tasmania,1880,33908
Tasmania,1881,35425
Tasmania,1882,39092
Tasmania,1883,43545
Tasmania,1884,65323
Tasmania,1885,68488
Tasmania,1886,66589
Tasmania,1887,73317
Tasmania,1888,93192
Tasmania,1889,101823
Tasmania,1890,109776
Tasmania,1891,117610
Tasmania,1892,128385
Tasmania,1893,133193
Tasmania,1894,124801
Tasmania,1895,126241
Tasmania,1896,127061
Tasmania,1897,138184
Tasmania,1898,152581
Tasmania,1899,182584
Tasmania,1900,194820
Tasmania,1901,185932
Tasmania,1902,178735
Tasmania,1903,188219
Tasmania,1904,187633
Tasmania,1905,235298
Tasmania,1906,243201
Tasmania,1907,230757
Tasmania,1908,277203
Tasmania,1909,284325
Tasmania,1910,313219
Tasmania,1911,312111
Tasmania,1912,312324
Tasmania,1913,271946
Tasmania,1914,256475
Tasmania,1915,298426
Tasmania,1916,297804
Tasmania,1917,286241
Tasmania,1918,276876
Tasmania,1919,277470
Tasmania,1920,265932
Tasmania,1921,289781
Tasmania,1922,307345
Tasmania,1923,318459
Tasmania,1924,365531
Tasmania,1925,306225
Tasmania,1926,244579
Tasmania,1927,223595
Tasmania,1928,200560
Tasmania,1929,208589
Tasmania,1930,170364
Tasmania,1931,169635
Tasmania,1932,180733
Tasmania,1933,187265
Tasmania,1934,221331
Tasmania,1935,192434
Tasmania,1936,209013
Tasmania,1937,226380
Tasmania,1938,228757
Tasmania,1939,224763
Tasmania,1940,200717
Tasmania,1941,178011
Tasmania,1942,150816
Tasmania,1943,134957
Tasmania,1944,137423
Tasmania,1945,181603
Tasmania,1946,177960
Tasmania,1947,188319
Tasmania,1948,153045
Tasmania,1949,194528
Tasmania,1950,191063
Tasmania,1951,173255
Tasmania,1952,176293
Tasmania,1953,179625
Tasmania,1954,183150
Tasmania,1955,1499
Tasmania,1980,448
Tasmania,1981,653
Tasmania,1982,902
Tasmania,1983,809
Tasmania,1984,981
Tasmania,1985,1023
Tasmania,1986,995
Tasmania,1987,1024
Tasmania,1988,1118
Tasmania,1989,1183
Tasmania,1990,1367
Tasmania,1991,1200
Tasmania,1992,1012
Tasmania,1993,1394
Tasmania,1994,1403
Tasmania,1995,1229
Tasmania,1996,1492
Tasmania,1997,1685
Tasmania,1998,1419
Tasmania,1999,1009
Tasmania,2000,1309
Tasmania,2001,928
Tasmania,2002,759
Tasmania,2003,779
Tasmania,2004,57
ACT,1924,7
ACT,1925,457
ACT,1926,4505
ACT,1927,12068
ACT,1928,27631
ACT,1929,28480
ACT,1930,28393
ACT,1931,25582
ACT,1932,24668
ACT,1933,23362
ACT,1934,23425
ACT,1935,21861
ACT,1936,20446
ACT,1937,23521
ACT,1938,22398
ACT,1939,25782
ACT,1940,25021
ACT,1941,23440
ACT,1942,24680
ACT,1943,23392
ACT,1944,22386
ACT,1945,24117
ACT,1946,28498
ACT,1947,30053
ACT,1948,30702
ACT,1949,28692
ACT,1950,26609
ACT,1951,26228
ACT,1952,27242
ACT,1953,26697
ACT,1954,22901
ACT,1955,22341
ACT,1956,26211
ACT,1957,29905
ACT,1958,33856
ACT,1959,34475
ACT,1960,34189
ACT,1961,37938
ACT,1962,41999
ACT,1963,53669
ACT,1964,60285
ACT,1965,65102
ACT,1966,64315
ACT,1967,63205
ACT,1968,64250
ACT,1969,65817
ACT,1970,64189
ACT,1971,66758
ACT,1972,61689
ACT,1973,59528
ACT,1974,61427
ACT,1975,58559
ACT,1976,60360
ACT,1977,62319
ACT,1978,68391
ACT,1979,75396
ACT,1980,73329
ACT,1981,73043
ACT,1982,76865
ACT,1983,69244
ACT,1984,74110
ACT,1985,78678
ACT,1986,77160
ACT,1987,74860
ACT,1988,83171
ACT,1989,82503
ACT,1990,81515
ACT,1991,85012
ACT,1992,82228
ACT,1993,80958
ACT,1994,78525
ACT,1995,80097
ACT,1996,839
ACT,1997,838
ACT,1998,770
ACT,1999,99
ACT,2001,129
ACT,2002,667
ACT,2003,742
ACT,2004,675
ACT,2005,478
ACT,2006,398
ACT,2007,271
International,1865,441
International,1866,1200
International,1867,28
International,1911,1034
International,1912,1262
International,1913,1955
International,1914,1719
International,1915,1659
International,1916,1101
International,1917,1328
International,1918,1495
International,1919,1134
International,1920,1387
International,1921,132
International,1925,1191
International,1926,1968
International,1927,2704
International,1928,2780
International,1929,2816
International,1930,2708
International,1931,2696
International,1932,24952
International,1933,34344
International,1934,34878
International,1935,24460
International,1936,36541
International,1937,37469
International,1938,34590
International,1939,22237
International,1940,26161
International,1941,17178
International,1942,19164
International,1943,37618
International,1944,29748
International,1945,15361
International,1946,393
International,1951,767
International,1952,690
International,1953,803
International,1954,703
International,1969,20522
International,1970,38487
International,1971,36992
International,1972,37492
International,1973,38043
International,1974,32394
International,1975,31164
International,1976,32249
International,1977,33365
International,1978,34129
International,1979,35319
International,1980,35021
International,1981,15125
Northern Territory,1869,56
Northern Territory,1873,191
Northern Territory,1874,1409
Northern Territory,1875,1009
Northern Territory,1876,925
Northern Territory,1877,923
Northern Territory,1878,1270
Northern Territory,1879,1245
Northern Territory,1880,1346
Northern Territory,1881,1389
Northern Territory,1882,1560
Northern Territory,1883,2224
Northern Territory,1884,3827
Northern Territory,1885,3482
Northern Territory,1886,2920
Northern Territory,1887,3395
Northern Territory,1888,3326
Northern Territory,1889,3115
Northern Territory,1890,2396
Northern Territory,1891,2509
Northern Territory,1892,2624
Northern Territory,1893,2681
Northern Territory,1894,2623
Northern Territory,1895,2565
Northern Territory,1896,2490
Northern Territory,1897,2710
Northern Territory,1898,2759
Northern Territory,1899,3038
Northern Territory,1900,1952
Northern Territory,1901,2041
Northern Territory,1902,2136
Northern Territory,1903,1967
Northern Territory,1904,1927
Northern Territory,1905,1903
Northern Territory,1906,1707
Northern Territory,1907,2147
Northern Territory,1908,1910
Northern Territory,1909,1165
Northern Territory,1910,1161
Northern Territory,1911,1510
Northern Territory,1912,1340
Northern Territory,1913,2527
Northern Territory,1914,3497
Northern Territory,1915,3955
Northern Territory,1916,3532
Northern Territory,1917,4268
Northern Territory,1918,6320
Northern Territory,1919,6325
Northern Territory,1920,5101
Northern Territory,1921,10540
Northern Territory,1922,8064
Northern Territory,1923,7906
Northern Territory,1924,7776
Northern Territory,1925,7582
Northern Territory,1926,6829
Northern Territory,1927,9170
Northern Territory,1928,10375
Northern Territory,1929,10258
Northern Territory,1930,10320
Northern Territory,1931,11302
Northern Territory,1932,9111
Northern Territory,1933,6565
Northern Territory,1934,7336
Northern Territory,1935,7506
Northern Territory,1936,8610
Northern Territory,1937,7504
Northern Territory,1938,7260
Northern Territory,1939,8055
Northern Territory,1940,6551
Northern Territory,1941,6534
Northern Territory,1942,4634
Northern Territory,1943,9842
Northern Territory,1944,20643
Northern Territory,1945,22097
Northern Territory,1946,1942
Northern Territory,1947,6137
Northern Territory,1948,7786
Northern Territory,1949,8623
Northern Territory,1950,6936
Northern Territory,1951,7835
Northern Territory,1952,7070
Northern Territory,1953,6354
Northern Territory,1954,5569
Northern Territory,1955,413
National,1840,768
National,1933,6540
National,1934,11280
National,1935,11895
National,1936,12294
National,1937,10639
National,1938,10261
National,1939,10081
National,1940,8642
National,1941,6770
National,1942,4722
National,1943,3951
National,1944,4525
National,1945,5215
National,1946,5764
National,1947,6276
National,1948,4991
National,1949,7080
National,1950,8577
National,1951,7589
